,gNum,comNum,gAllCrimePer,gHOMIper,gBURGper,gNARCper,gPop,gPopDen,gPrice,gPriceNum,gSchScore,gSchScoreNum,gSqDistFromCBD,Unnamed: 0,comName_cen2010,comPop2010,medInc2010,comNameLong,walkScore,tranScore,bikeScore,comPop,comName,area,Pr2010,Pr2011,Pr2012,Pr2013,Pr2014,HOM_TA2010,BAT_TA2010,BUR_TA2010,ROB_TA2010,NAR_TA2010,ALL_TA2010,comPop2014est,popDen2014est
12,37.0,70.0,309.0,0.0,0.0,0.0,3876.902138965524,9087.726593965692,0.0,0.0,0.0,0.0,15.02400590304716,69,Ashburn,41081,62238,Ashburn,61.83333333333334,55.83333333333334,46.83333333333334,40459.0,Ashburn,135460337.2,,,,,,3.0,645.1666666666666,394.66666666666674,190.5,191.66666666666663,4013.166666666666,44157.0,9087.726593965692
13,490.0,70.0,2527.0,0.0,232.0,51.0,3876.902138965524,9087.726593965692,28167.0,3.0,0.0,0.0,11.750481497727293,69,Ashburn,41081,62238,Ashburn,61.83333333333334,55.83333333333334,46.83333333333334,40459.0,Ashburn,135460337.2,,,,,,3.0,645.1666666666666,394.66666666666674,190.5,191.66666666666663,4013.166666666666,44157.0,9087.726593965692
14,491.0,70.0,6886.0,51.0,670.0,309.0,3876.902138965524,9087.726593965692,0.0,0.0,53.83,2.0,11.153364367993476,69,Ashburn,41081,62238,Ashburn,61.83333333333334,55.83333333333334,46.83333333333334,40459.0,Ashburn,135460337.2,,,,,,3.0,645.1666666666666,394.66666666666674,190.5,191.66666666666663,4013.166666666666,44157.0,9087.726593965692
15,530.0,70.0,2347.0,0.0,335.0,128.0,3876.902138965524,9087.726593965692,50000.0,1.0,0.0,0.0,11.478760621345813,69,Ashburn,41081,62238,Ashburn,61.83333333333334,55.83333333333334,46.83333333333334,40459.0,Ashburn,135460337.2,,,,,,3.0,645.1666666666666,394.66666666666674,190.5,191.66666666666663,4013.166666666666,44157.0,9087.726593965692
16,531.0,70.0,10446.0,0.0,1444.0,515.0,3876.902138965524,9087.726593965692,0.0,0.0,33.67,1.0,10.866722905225586,69,Ashburn,41081,62238,Ashburn,61.83333333333334,55.83333333333334,46.83333333333334,40459.0,Ashburn,135460337.2,,,,,,3.0,645.1666666666666,394.66666666666674,190.5,191.66666666666663,4013.166666666666,44157.0,9087.726593965692
17,570.0,70.0,1315.0,0.0,128.0,51.0,3876.902138965524,9087.726593965692,0.0,0.0,0.0,0.0,11.236194389377282,69,Ashburn,41081,62238,Ashburn,61.83333333333334,55.83333333333334,46.83333333333334,40459.0,Ashburn,135460337.2,,,,,,3.0,645.1666666666666,394.66666666666674,190.5,191.66666666666663,4013.166666666666,44157.0,9087.726593965692
18,571.0,70.0,9440.0,0.0,954.0,386.0,3876.902138965524,9087.726593965692,150000.0,1.0,47.33,2.0,10.610173686263037,69,Ashburn,41081,62238,Ashburn,61.83333333333334,55.83333333333334,46.83333333333334,40459.0,Ashburn,135460337.2,,,,,,3.0,645.1666666666666,394.66666666666674,190.5,191.66666666666663,4013.166666666666,44157.0,9087.726593965692
19,572.0,70.0,15682.0,51.0,1315.0,1341.0,3876.902138965524,9087.726593965692,0.0,0.0,34.67,1.0,9.99035657834682,69,Ashburn,41081,62238,Ashburn,61.83333333333334,55.83333333333334,46.83333333333334,40459.0,Ashburn,135460337.2,,,,,,3.0,645.1666666666666,394.66666666666674,190.5,191.66666666666663,4013.166666666666,44157.0,9087.726593965692
20,610.0,70.0,4075.0,0.0,335.0,25.0,3876.902138965524,9087.726593965692,0.0,0.0,0.0,0.0,11.024707356187237,69,Ashburn,41081,62238,Ashburn,61.83333333333334,55.83333333333334,46.83333333333334,40459.0,Ashburn,135460337.2,,,,,,3.0,645.1666666666666,394.66666666666674,190.5,191.66666666666663,4013.166666666666,44157.0,9087.726593965692
21,611.0,70.0,13258.0,25.0,1109.0,722.0,3876.902138965524,9087.726593965692,23167.0,3.0,19.67,1.0,10.385946927765618,69,Ashburn,41081,62238,Ashburn,61.83333333333334,55.83333333333334,46.83333333333334,40459.0,Ashburn,135460337.2,,,,,,3.0,645.1666666666666,394.66666666666674,190.5,191.66666666666663,4013.166666666666,44157.0,9087.726593965692
22,612.0,70.0,11220.0,0.0,980.0,619.0,3876.902138965524,9087.726593965692,0.0,0.0,0.0,0.0,9.751888663034103,69,Ashburn,41081,62238,Ashburn,61.83333333333334,55.83333333333334,46.83333333333334,40459.0,Ashburn,135460337.2,,,,,,3.0,645.1666666666666,394.66666666666674,190.5,191.66666666666663,4013.166666666666,44157.0,9087.726593965692
23,651.0,70.0,7944.0,0.0,696.0,232.0,3876.902138965524,9087.726593965692,0.0,0.0,0.0,0.0,10.196175287824929,69,Ashburn,41081,62238,Ashburn,61.83333333333334,55.83333333333334,46.83333333333334,40459.0,Ashburn,135460337.2,,,,,,3.0,645.1666666666666,394.66666666666674,190.5,191.66666666666663,4013.166666666666,44157.0,9087.726593965692
24,652.0,70.0,11426.0,25.0,748.0,1134.0,3876.902138965524,9087.726593965692,0.0,0.0,0.0,0.0,9.549525088186364,69,Ashburn,41081,62238,Ashburn,61.83333333333334,55.83333333333334,46.83333333333334,40459.0,Ashburn,135460337.2,,,,,,3.0,645.1666666666666,394.66666666666674,190.5,191.66666666666663,4013.166666666666,44157.0,9087.726593965692
